id,title,external_id,overview,vote_average,poster_path
834,Tarzan,37135,"Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...",7,/ceGk1VcuI8pSXQhSlnqsqTFCPLD.jpg
836,Django Unchained,68718,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",8,/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg
840,Hercules,184315,"Fourteen hundred years ago, a tormented soul walked the earth that was neither man nor god. Hercules was the powerful son of the god king Zeus, for this he received nothing but suffering his entire life. After twelve arduous labors and the loss of his family, this dark, world-weary soul turned his back on the gods finding his only solace in bloody battle. Over the years he warmed to the company of six similar souls, their only bond being their love of fighting and presence of death. These men and woman never question where they go to fight or why or whom, just how much they will be paid. Now the King of Thrace has hired these mercenaries to train his men to become the greatest army of all time. It is time for this bunch of lost souls to finally have their eyes opened to how far they have fallen when they must train an army to become as ruthless and blood thirsty as their reputation has become.",5,/5X3VOy9lD44VclKsWTi8gHZGjhL.jpg
842,The Kissing Booth,454983,"When teenager Elle's first kiss leads to a forbidden romance with the hottest boy in high school, she risks her relationship with her best friend.",7,/7Dktk2ST6aL8h9Oe5rpk903VLhx.jpg
776,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",411,"Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",7,/kzJip9vndXYSKQHCgekrgqbnUrA.jpg
783,Stranded,841793,Tensions run high while food runs low as six influencers find themselves stranded on a secluded island after plans for a weekend escape go awry.,5,/jZonuUeC9bH2D5A609w7nkplhyj.jpg
790,Dumbo,11360,"Dumbo is a baby elephant born with over-sized ears and a supreme lack of confidence. But thanks to his even more diminutive buddy Timothy the Mouse,  the pint-sized pachyderm learns to surmount all obstacles.",7,/4x9FmvdJ464Fg7A9XcbYSmxfVw3.jpg
792,Once Upon a Time… in Hollywood,466272,"Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanski…",7,/8j58iEBw9pOXFD2L0nt0ZXeHviB.jpg
798,Miss Peregrine's Home for Peculiar Children,283366,A teenager finds himself transported to an island where he must help protect a group of orphans with special powers from creatures intent on destroying them.,6,/6lSkpu2SDj71KTBy2DllM6CaFYA.jpg
804,Halloween 5: The Revenge of Michael Myers,11361,"Presumed dead after a shoot-out with the Haddonfield police, Michael Myers is secretly nursed back to health -- and returns a year later to kill again and once more targets his young niece, Jamie. Jamie is now recovering in the local children's hospital after attacking her stepmother and losing her voice. Her mental link with her evil uncle may be the key to uprooting her family tree.",5,/m4mVpkghEgWrZsxpgCmpDMlNrL2.jpg
806,Naruto Shippuden the Movie: Bonds,17581,"A mysterious group of ninjas makes a surprise attack on the Konohagakure, which takes great damage. The nightmare of another Shinobi World War could become a reality. Sasuke, who was still a missing nin from Konoha trying to kill his brother, Itachi, appears for the second time in front of Naruto at an unknown location to prevent it from happening.",7,/bBqEiQbbfyt4MWR3NhDZMbS4Wp8.jpg
815,Men in Black 3,41154,"Agents J and K are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K to save his partner, the agency, and the future of humankind.",6,/90DdoEStzeObs96fsYf4GG544iN.jpg
819,The Curse of La Llorona,480414,A social worker dealing with the disappearance of two children fears for her own family after beginning the investigation.,5,/jhZlXSnFUpNiLAek9EkPrtLEWQI.jpg
822,Ford v Ferrari,359724,"American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.",8,/dR1Ju50iudrOh3YgfwkAU1g2HZe.jpg
830,Despicable Me 2,93456,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,6,/5Fh4NdoEnCjCK9wLjdJ9DJNFl2b.jpg
833,Shrek the Third,810,"The King of Far Far Away has died and Shrek and Fiona are to become King & Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.",6,/jaNe16gE9zdAYyVwRqmlmRKshHm.jpg
838,Beverly Hills Chihuahua 3: Viva la Fiesta!,105965,"When Papi, Chloe, the pups, Uncle Pedro, and their owners move to a hotel, the smallest pup Rosa feels like she doesn't fit in, and Papi wants to make her feel better by showing her how special she is.",6,/fK3U8xulldz6lhMDuz3LFB7ngWH.jpg
843,It,346364,"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.",7,/9E2y5Q7WlCVNEhP5GiVTjhEhx1o.jpg
848,Marley & Me,14306,"A newly married couple who, in the process of starting a family, learn many of life's important lessons from their trouble-loving retriever, Marley. Packed with plenty of laughs to lighten the load, the film explores the highs and lows of marriage, maturity and confronting one's own mortality, as seen through the lens of family life with a dog.",7,/pnB6hjTKylb0Ve2nUWt16gzkErr.jpg
851,The Lion Guard: Return of the Roar,359983,"Set in the African savannah, the film follows Kion as he assembles the members of the 'Lion Guard'. Throughout the film, the diverse team of young animals will learn how to utilize each of their unique abilities to solve problems and accomplish tasks to maintain balance within the Circle of Life, while also introducing viewers to the vast array of animals that populate the prodigious African landscape.",6,/duqg6CiSik02nSXjiQHo8TcwY4b.jpg
865,Spy Kids,10054,"Carmen and Juni think their parents are boring. Little do they know that in their day, Gregorio and Ingrid Cortez were the top secret agents from their respective countries. They gave up that life to raise their children. Now, the disappearances of several of their old colleagues forces the Cortez' return from retirement. What they didn't count on was Carmen and Juni joining the ""family business.""",5,/urb5Wf4yffJQ2KwAuSPxCbOM8HA.jpg
867,Elysium,68724,"In the year 2159, two classes of people exist: the very wealthy who live on a pristine man-made space station called Elysium, and the rest, who live on an overpopulated, ruined Earth. Secretary Rhodes, a hard line government ofﬁcial, will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium. That doesn’t stop the people of Earth from trying to get in, by any means they can. When unlucky Max is backed into a corner, he agrees to take on a daunting mission that, if successful, will not only save his life, but could bring equality to these polarized worlds.",6,/aRjuJuPXHtVs6YegfeeQWXGRs1E.jpg
786,Ride Your Wave,530079,"Hinako is a surf-loving college student who has just moved to a small seaside town. When a sudden fire breaks out at her apartment building, she is rescued by Minato, a handsome firefighter, and the two soon fall in love. Just as they become inseparable, Minato loses his life in an accident at sea. Hinako is so distraught that she can no longer even look at the ocean, but one day she sings a song that reminds her of their time together, and Minato appears in the water. From then on, she can summon him in any watery surface as soon as she sings their song, but can the two really remain together forever? And what is the real reason for Minato’s sudden reappearance?",7,/byoY2stdullEcVjlaWs1ENXyrDm.jpg
794,Away,597398,"After suffering a plane crash on a mysterious island, a young man embarks on an epic journey through forests, deserts and mountains trying to escape the shadow of a huge dark spirit.",6,/c59eplVELdwrUfGBUAZVin3HfaL.jpg
797,A Whisker Away,667520,"Miyo ""Muge"" Sasaki is a peculiar second-year junior high student who has fallen in love with her classmate Kento Hinode. Muge resolutely pursues Kento every day, but he takes no notice of her. Nevertheless, while carrying a secret she can tell no one, Muge continues to pursue Kento. Muge discovers a magic mask that allows her to transform into a cat named Tarō. The magic lets Muge get close to Kento, but eventually it may also make her unable to transform back to a human.",8,/6inkRM1XGBG5vRhclCPWfMenp7N.jpg
803,Daddy's Perfect Little Girl,824853,A 12-year-old girl becomes jealous when her adoptive father develops a budding relationship with a woman and her teenage son.,10,/yfOguNYHRFgrezUjRPwwahio1ef.jpg
809,Insidious,49018,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",6,/tmlDFIUpGRKiuWm9Ixc6CYDk4y0.jpg
811,Attack on Titan,295830,"100 years ago, titans suddenly appeared on Earth. Soon, human civilization veered on collapse due to the titans. Humans then built a giant wall to defend themselves. Within the giant walls, humans lived in peace, but, 100 years later, the giant wall is broken.",5,/ihuDg9TeRzoOhv2cZVA8gi50NFl.jpg
817,Dragon Ball Z: The Real 4-D at Super Tenkaichi Budokai,575249,"Dragon Ball Z: The Real 4-D at Super Tenkaichi Budoka is a cinematic attraction at Universal Studios Japan and the successor to Dragon Ball Z: The Real 4-D. Like its predecessor, it is a new installment in the Dragon Ball series, this time primarily featuring the face off between Super Saiyan Blue Goku and Broly God.",7,/bsML7r1iijCiGjowbcUfsgtrUWH.jpg
820,Never Back Down: No Surrender,391757,"Picking up after the events of Never Back Down 2, former MMA champion Case Walker is on the comeback trail to become champion once again.",7,/pHVswTDHAvq9Npi0XCZ0qVMSiM2.jpg
821,Year One,17610,"When a couple of lazy hunter-gatherers are banished from their primitive village, they set off on an epic journey through the ancient world.",4,/thbOE3y9cXqRIeGYSyPP0nYFGz5.jpg
827,Rise of the Mummy,791910,"A group of archaeology students awaken an ancient mummy. After being trapped in a time loop, the only way they can escape, is to defeat the mummy. As the body count rises, it seems the Mummy has to collect the souls of those who woke him to be able to walk the earth - for good.",5,/tmghT8HaddVIS9hEXIOI9GuDchi.jpg
831,Saint Seiya: Legend of Sanctuary,287590,"Warriors called ""Saints"" are the champions of hope who have always appeared since the Age of Myth whenever evil threatens the world. In this present day story, many years since the long fought ""Holy War"" we find Saori Kido, a girl troubled by her mysterious powers. She is saved by a boy, Seiya ""Bronze Saint"" from a sudden attack by an assassin, through the accident Saori realizes her destiny and mission and decides to go to ""Sanctuary"" with Seiya and his company of Bronze Saints. In Sanctuary they confront ""Pope"" and wage a desperate battle against the greatest Saints, the ""Gold Saints"".",6,/gxKfP9278RK4t3J8vLXoFfB8ihl.jpg
845,Security,666624,"After the assault of a young woman in their seaside town, a security expert and his family get caught in a powerful riptide of secrets and lies.",5,/wLjN3vIw63GJ6m1J2fhGL3D2VXd.jpg
846,Kick-Ass,23483,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.",7,/GPiMXaDC2NdDIldLgtijHFTeKH.jpg
854,All for Her,814820,"When a woman finally becomes pregnant but is diagnosed with a deadly condition, she must lean on her family to save her unborn child.",4,/Qef2eyZhTFGE7Ul9RhKvMuPnYM.jpg
864,The Flash,298618,"The Flash travels back in time to prevent the murder of his mother, an act which disrupts time significantly.",0,/oduJooXJya3u6wuA6FgljAFCEQp.jpg
868,Haunting of the Mary Celeste,756278,"Rachel, a concerned researcher, and her team have set out to sea to prove that the disappearance of a family and crew from a merchant ship was for reasons having to do with the supernatural. Her theory that those on the Mary Celeste vanished into a ""rift"" between dimensions proves true as the boat breaks down and her crew begins to vanish one by one.",6,/67ITWm7Me4ThtT7v3W9BYCcP2m.jpg
873,Seeking Justice,74998,"After his wife is assaulted, a husband enlists the services of a vigilante group to help him settle the score.",5,/lN3O0j1DKVnwhO1h5J3utrmrBF2.jpg
879,Insurgent,262500,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.,6,/dP5Fb6YRfzmCQtRbHOr2kO7tJW9.jpg
882,Rio,46195,"Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.",6,/BSZ2dA3G369e3pHIXGhh5orzPt.jpg
888,How to Train Your Dragon 2,82702,"Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time charting unmapped territories. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider who turns out to be Hiccup's mother, Valka. Hiccup and Toothless then find themselves at the center of a battle to protect Berk from a power-hungry warrior named Drago.",7,/d13Uj86LdbDLrfDoHR5aDOFYyJC.jpg
800,Scooby-Doo,9637,"The Mystery Inc. gang have gone their separate ways and have been apart for two years, until they each receive an invitation to Spooky Island. Not knowing that the others have also been invited, they show up and discover an amusement park that affects young visitors in very strange ways.",6,/98zsG0FX7z6R4i5q0HONLM21dpt.jpg
801,Sonic the Hedgehog 2,675353,"When the evil Dr. Robotnik and his sidekick Knuckles make an unexpected visit to Earth on the search for an all-powerful emerald, Sonic joins forces with a new ally named Tails and embarks on a journey to find the emerald before it falls into the wrong hands.",0,/inoEi49KGdEHhJMKXDQA5Vqxwwe.jpg
810,Halloween II,24150,"Laurie Strode struggles to come to terms with her brother Michael's deadly return to Haddonfield, Illinois. Meanwhile, Michael prepares for another reunion with his sister.",5,/vSHPM4LQDpWdQrD5KZWK6wNqSOD.jpg
812,Saga of Tanya the Evil: The Movie,553839,"With its armies sweeping across the continent, the Empire seems unstoppable. After securing victory over the remnants of the Republic's army, the Empire's ultimate victory is finally within reach. However, dark clouds are gathering in the East. The communist-led Russy Federation is mustering troops on its western border, preparing to enter the war. Supported by a detachment of Allied volunteer magicians—among whom is Mary Sioux, the daughter of a soldier killed by Tanya—the Federation is determined to spread the communist creed and bring the Empire to its knees. Meanwhile, Tanya and her battalion return to the imperial capital from the southern front. Upon their arrival, they are tasked with investigating troop movements on the border with the Federation. Any escalation of violence at this point may lead to new conflicts, plunging the world into a global war. Will the Empire eventually emerge victorious from its struggle, or will it crumble in the face radically different ideologies?",8,/omEd5EwOo3LJlGtiiYwEZeCqM3E.jpg
816,No Manches Frida,375794,"After his release from prison, bank robber Zequi sets off to recover the stolen money that was buried by his dizzy accomplice. He's horrified to learn that a high school gymnasium is now standing over the site where the loot is stashed. Needing to infiltrate the building, Zequi lands a job as a substitute teacher for a group of wild and unruly students. As the ex-con tries to lay down the law, he starts to realize that life in jail may have been easier than trying to deal with rebellious teens.",7,/6HfyXfIEywLa2HvcswKi44dDKxL.jpg
823,Ice Age: Continental Drift,57800,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.",6,/6NSFKyOz7ppsd0KY6g4HInIZ53P.jpg
829,How to Train Your Dragon: The Hidden World,166428,"As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",7,/xvx4Yhf0DVH8G4LzNISpMfFBDy2.jpg
835,Beauty and the Beast,10020,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",7,/7oCAPOphDKpIaxTrnukmDrZ8XKD.jpg
837,American Pie Presents: Girls' Rules,660982,"It's Senior year at East Great Falls. Annie, Kayla, Michelle, and Stephanie decide to harness their girl power and band together to get what they want their last year of high school.",6,/xqvX5A24dbIWaeYsMTxxKX5qOfz.jpg
841,Curse of Chucky,167032,"After the passing of her mother, a young woman in a wheelchair since birth, is forced to deal with her sister, brother-in-law, niece and their nanny as they say their goodbyes to mother. When people start turning up dead, Nica discovers the culprit might be a strange doll she received a few days earlier.",5,/x9DzkDWp8O82Wzxk6otuD9bce9a.jpg
850,The Father Who Moves Mountains,840427,"Mircea, former Intelligence officer, finds out that his son from has gone missing in the mountains. He travels there to find him. After days of searches, Mircea put his own rescue team together, leading to conflict with the local squad.",5,/htIK4y0O748QIFGG0d4WOz3J7S8.jpg
853,A Perfect Fit,800669,"Sparks fly when a fashion blogger in Bali meets a gifted shoemaker, leading her to question her commitment to her fiancé.",7,/nLwtsKUBhPcZKtrFQfVMpTxa7Of.jpg
857,Love To Kill,146368,"A woman looks to a cop for help against her abusive husband, who constantly rapes, beats, and belittles her and her son, but the husband catches wind of the cop's plan.",5,/f9uqMIJz4m6muckNpx36xCXqRCA.jpg
859,The Dark Knight,155,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",8,/qJ2tW6WMUDux911r6m7haRef0WH.jpg
861,X-Men: Days of Future Past,127585,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,7,/9aq2sHfkkAFwH0wi4bZasXA8NbS.jpg
870,Dragon Ball Z: Fusion Reborn,39107,"Not paying attention to his job, a young demon allows the evil cleansing machine to overflow and explode, turning the young demon into the infamous monster Janemba. Goku and Vegeta make solo attempts to defeat the monster, but realize their only option is fusion.",7,/7AHvaEAeQfkfJ4OqcBePxa2ao09.jpg
871,Kung Fu Panda 3,140300,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.",6,/nlr2oxuYsHXt0wdtmzaOuVBoNC0.jpg
884,The Day,84226,"Open war against humanity rages. For five survivors – lost and on the run – the pursuit is relentless, the bullets are dwindling and the battle is everywhere. This is a 24-hour look into their lives.",5,/zNFCkFmgI4Dnv3UpC0lLM7jWhYU.jpg
890,Old Henry,785663,"A widowed farmer and his son warily take in a mysterious, injured man with a satchel of cash. When a posse of men claiming to be the law come for the money, the farmer must decide who to trust. Defending a siege of his homestead, the farmer reveals a talent for gun-slinging that surprises everyone calling his true identity into question.",7,/eE1SL0QoDsvAMqQly56IkRtlN1W.jpg
805,Quantum of Solace,10764,"Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",6,/e3DXXLJHGqMx9yYpXsql1XNljmM.jpg
808,Annabelle,250546,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,5,/yLsuU2P2SpDYFwtZQ7dtfVAf6TE.jpg
814,Cheese in the Trap,471335,Movie is based on the popular webcomic “Cheese in the Trap” by Soonkki which was previously adapted in the 2016 television drama series “Cheese in the Trap.”,6,/jG1nfIvkSpwlEt2EeAG6oGFKyqY.jpg
825,The Blind Side,22881,"The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.",7,/bMgq7VBriuBFknXEe9E9pVBYGZq.jpg
828,Bride Wars,10521,Two best friends become rivals when their respective weddings are accidentally booked for the same day.,6,/eyXT8tmUoyHrg7YX1UVjmecHCWP.jpg
832,A Bug's Life,9487,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.",7,/hFamOus53922agTlKxhcL7ngJ9h.jpg
839,Mission: Impossible - Ghost Protocol,56292,"Ethan Hunt and his team are racing against time to track down a dangerous terrorist named Hendricks, who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.",7,/7GCKNRbzcA4rJXAKoE8KS9IDnZP.jpg
844,Ice Age: The Meltdown,950,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",6,/hzJzd0OFRHjSykLuSmDG8ssPJAn.jpg
847,Little Women,331482,Four sisters come of age in America in the aftermath of the Civil War.,7,/yn5ihODtZ7ofn8pDYfxCmxh8AXI.jpg
855,Hidden Figures,381284,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",8,/9lfz2W2uGjyow3am00rsPJ8iOyq.jpg
858,Death She Wrote,859236,A famous author hires a personal assistant to work out of her home but doesn't realize that the woman is actually a deranged fan who plans on taking over her whole life.,0,/unTrhqUwJSywPo9qbK9ssHQxS3x.jpg
860,Creed II,480530,"Between personal obligations and training for his next big fight against an opponent with ties to his family's past, Adonis Creed is up against the challenge of his life.",6,/v3QyboWRoA4O9RbcsqH8tJMe8EB.jpg
862,Batman: Soul of the Dragon,732450,"Bruce Wayne faces a deadly menace from his past, with the help of three former classmates: world-renowned martial artists Richard Dragon, Ben Turner and Lady Shiva.",7,/uDhnTtSxU5a8DtZdbbin3aZmkmU.jpg
866,Thinking XXX,24593,"For a book project, photographer Timothy Greenfield-Sanders took photographs of 30 stars of adult movies, each pair of photographs in the same pose, clothed and nude. This film records the photo shoots and includes interviews with the performers and commentary from eight writers (and John Waters). The actors and writers discuss economics, nudity and exhibitionism, careers, and private lives.",4,/kqB0fF7VlODmw1exH4iDZHGUiVI.jpg
872,Pets United,638134,"When Roger (a Robin Hood-esque, stray dog) and Belle (an elegant yet spoilt pet cat) are thrown together amidst the chaos of a robot take-over of their home city, they must push all their preconceptions aside in order to survive, as they embark on a high-stakes, action-packed adventure.",6,/gtwqIYSOCRwEndZTg9s6iWjEZc1.jpg
878,Igor,14248,"A cliché hunchbacked evil scientist's assistant aspires to become a scientist himself, much to the displeasure of the rest of the evil science community.",5,/mI4SPs0bZQm7bGVZKToC8KUsTd.jpg
885,Hitman: Agent 47,249070,An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.,5,/iuUxXng5JNmRPxxFEd3MWFmNsSG.jpg
886,Despicable Me,20352,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.",7,/fb9zF01GKOkNziYVusg20laWsGh.jpg
894,Justice League: Gods and Monsters,323027,"In an alternate universe, very different versions of DC's Trinity fight against the government after they are framed for an embassy bombing.",7,/9EoqQuEZKmQIYjexoUbkxMcMCVr.jpg
896,The Kissing Booth 2,583083,"With college decisions looming, Elle juggles her long-distance romance with Noah, changing relationship with bestie Lee and feelings for a new classmate.",7,/mb7wQv0adK3kjOUr9n93mANHhPJ.jpg
903,The Passion of the Christ,615,A graphic portrayal of the last twelve hours of Jesus of Nazareth's life.,7,/2C9vyK6leWDb2ds65R7uIwSmh8V.jpg
849,Sputnik,594718,"At the height of the Cold War, a Soviet spacecraft crash lands after a mission gone awry, leaving the commander as its only survivor. After a renowned Russian psychologist is brought in to evaluate the commander’s mental state, it becomes clear that something dangerous may have come back to Earth with him…",6,/eAUzmhP54bE1vPXaY7FbuZREJlR.jpg
852,Survive the Game,787310,"When cop David is injured in a drug bust gone wrong, his partner Cal chases the two criminals who shot him. They all land at a remote farm owned by troubled vet Eric, and as Cal and Eric plot their defense, more of the gang arrives - along with a wounded David. Outnumbered, the three heroes must use stealth, smarts, and good shooting to take down the drug-dealing mob.",5,/xF1uc2pEf34X2G41wvZaF5H0V7C.jpg
856,Kingsman: The Golden Circle,343668,"When an attack on the Kingsman headquarters takes place and a new villain rises, Eggsy and Merlin are forced to work together with the American agency known as the Statesman to save the world.",7,/34xBL6BXNYFqtHO9zhcgoakS4aP.jpg
863,From Paris with Love,26389,"James Reese has a good job as an ambassador's aid in France, but his real passion is a side gig—working in a minor role in the CIA. He would love to be a full-fledged agent and can't believe his luck when he lands an assignment with Charlie Wax. Trigger-happy Charlie soon has James crying for his desk job, but when he learns that the same guys they're trying to catch are after him, James realises that Charlie may be his only hope of survival.",6,/poVoLKLxUqsTLSntA40Po2F78dZ.jpg
869,Dragonball Evolution,14164,"The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power.",2,/sunS9xhPnFNP5wlOWrvbpBteAB.jpg
874,Halloween: Resurrection,11442,"Serial Killer Michael Myers is not finished with Laurie Strode, and their rivalry finally comes to an end. But is this the last we see of Myers? Freddie Harris and Nora Winston are reality programmers at DangerTainment, and are planning to send a group of 6 thrill-seeking teenagers into the childhood home of Myers. Cameras are placed all over the house and no one can get out of the house... and then Michael arrives home!",4,/iIc41W2AViZWasmvWEHOTiW8lym.jpg
876,Black Fox,609202,Rikka is a ninja descendant. Her grandfather Hyoe is the last chief of their ninja clan and her father is a cyborg researcher. Both are killed when a weapons' company raids his lab to use his research. Rikka sets out to avenge their deaths.,7,/7ypOmAQ3TowBa4iBILBboOEQqYh.jpg
880,The Godfather,238,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",8,/eEslKSwcqmiNS6va24Pbxf2UKmJ.jpg
881,Dragon Ball Z: Bardock - The Father of Goku,39323,"Bardock, Son Goku's father, is a low-ranking Saiyan soldier who was given the power to see into the future by the last remaining alien on a planet he just destroyed. He witnesses the destruction of his race and must now do his best to stop Frieza's impending massacre.",7,/yCjp8HJ4XANcB0FxoOztq9cF1pS.jpg
889,Transformers: Beginnings,25565,"On their home planet of Cybertron, the Autobots and Decepticons are involved in an explosive battle over the coveted AllSpark. With the fate of the universe at stake, the Autobots send it far from the reaches of the ruthless Megatron, leader of the Decepticons. But there are even more surprises in store when it crash-lands on Earth.",6,/q61s5H2DRHSJYx75adOtTL3aFuY.jpg
892,Soul Surfer,43959,"The true story of teen surfer Bethany Hamilton, who lost her arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.",7,/urLCQDCOITabAud39ZwLbNFBrc4.jpg
897,Ripper Untold,820511,A detective and a medical examiner join forces to solve a series of horrific murders in Victorian London - but one of them harbours a deadly secret.,5,/dpELyqPFcAhpyaCRFnoUEpQrqZU.jpg
905,3 Idiots,20453,"In the tradition of “Ferris Bueller’s Day Off” comes this refreshing comedy about a rebellious prankster with a crafty mind and a heart of gold. Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside down—along with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the school’s uptight and heartless dean. But when Rancho catches the eye of the dean's sexy daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all.",8,/66A9MqXOyVFCssoloscw79z8Tew.jpg
906,Constantine,561,"John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.",7,/vPYgvd2MwHlxTamAOjwVQp4qs1W.jpg
875,Sword Art Online: The Movie - Ordinal Scale,413594,"In 2026, four years after the infamous Sword Art Online incident, a revolutionary new form of technology has emerged: the Augma, a device that utilizes an Augmented Reality system. Unlike the Virtual Reality of the NerveGear and the Amusphere, it is perfectly safe and allows players to use it while they are conscious, creating an instant hit on the market. The most popular application for the Augma is the game Ordinal Scale, which immerses players in a fantasy role-playing game with player rankings and rewards.  Following the new craze, Kirito's friends dive into the game, and despite his reservations about the system, Kirito eventually joins them. While at first it appears to be just fun and games, they soon find out that the game is not all that it seems...",7,/2szdEK0Mr0RG0nWGFVTseNQHbnP.jpg
